lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
265,0,107.03720609754923,10,23,3,2,0,0,2,0
152,0,90.5305335947505,7,16,4,4,2,1,0,0
132,0,94.5,7,15,3,0,1,1,0,0
253,0,100.93201967235358,9,29,3,2,1,0,0,0
18,0,99.10713533489644,7,30,4,1,0,0,0,0
48,0,65.72036999366117,3,5,4,2,2,3,0,0
166,1,104.74470998246447,8,5,4,1,0,0,0,0
86,0,84.945911079855,4,13,4,3,0,3,0,0
22,0,79.89229061814089,2,12,4,2,1,1,1,0
168,1,109.24457581453771,10,2,3,3,0,0,0,0
219,0,158.22331510683327,8,10,3,4,1,0,3,0
49,0,240.74335070311002,8,21,4,2,0,0,5,0
117,0,120.77943265503082,6,16,4,4,1,0,1,0
80,0,119.4768464715664,9,1,4,1,1,0,2,0
31,0,197.1638607436967,4,28,4,1,2,0,4,0
35,0,95.86429126967812,5,24,4,0,2,1,0,0
99,0,145.28654010433505,7,8,4,2,1,0,3,0
77,0,86.4,11,20,4,0,1,0,0,0
33,0,198.9,4,29,4,1,2,0,5,0
161,1,121.20945267489265,6,26,4,1,0,0,0,0
176,0,96.3,8,26,4,1,0,0,0,0
108,0,233.0627420366969,7,8,4,2,1,1,4,0
113,1,98.60141366157256,10,6,3,2,0,0,1,0
60,0,122.48933446982366,10,2,4,1,1,0,3,0
232,0,100.21630135822839,9,4,4,2,1,0,0,0
12,0,111.74579004130365,9,2,4,1,0,0,0,0
44,0,167.4719842345171,11,29,4,1,0,0,3,0
1,0,65.26947725771625,10,18,2,1,0,0,0,0
354,0,112.50148428759832,9,11,4,3,1,0,0,0
34,0,62.599363551738264,2,25,2,1,1,0,0,0
1,0,98.58124100951734,6,16,2,2,1,0,0,0
103,0,150.3,8,25,4,2,0,0,3,0
5,0,165.9865168542898,8,4,4,2,0,0,2,0
119,0,65.80467733084564,9,18,3,2,0,0,0,0
124,0,94.5,6,7,4,1,1,1,0,0
60,0,171.20854133053524,9,7,4,2,0,0,4,0
8,0,130.53399648077766,4,27,4,1,1,0,2,0
152,1,161.66635427538137,9,23,4,1,1,0,3,0
3,0,75.0,7,9,2,1,0,0,0,0
13,0,109.39029180446325,8,18,3,1,0,1,1,0
205,0,90.95,7,23,4,2,2,0,0,0
101,0,108.3285587825003,12,26,4,3,1,0,0,0
13,0,109.34714428830289,4,25,4,1,1,2,0,0
4,1,159.0,9,17,4,1,0,2,0,0
179,0,88.76854617463151,8,26,4,1,0,0,1,0
44,0,139.70744535361638,9,7,4,2,1,0,3,0
40,1,142.3445560383666,6,27,4,3,2,0,3,0
109,0,151.722192883851,8,23,4,4,0,0,3,0
27,0,148.17096027014085,4,31,4,3,0,0,1,0
231,0,100.35000685780935,9,4,4,3,0,0,0,0
153,0,199.63850480978647,5,26,4,1,0,0,4,0
27,0,101.90736740072943,7,19,2,1,0,0,0,0
58,0,102.44795839245165,6,27,4,2,1,3,0,0
22,0,145.71182032314204,6,4,4,2,0,0,0,0
147,0,113.06588825018513,8,7,4,0,1,0,0,0
9,0,184.90649692309285,3,25,4,1,1,0,0,0
209,0,100.227684648524,8,19,4,2,0,0,0,0
100,0,79.82935165086487,10,28,4,2,1,3,0,0
236,1,90.78835499091271,10,16,3,2,1,0,0,0
25,0,152.21695649679717,11,2,4,1,2,0,2,0
168,0,95.33253182244148,7,16,4,2,0,3,0,0
26,0,233.07108522197697,9,23,4,2,0,0,5,0
29,0,147.5336313792742,3,29,4,2,0,0,1,0
181,0,111.34058505221923,7,1,4,4,1,0,0,0
226,1,102.85,10,3,4,4,0,0,0,0
96,0,79.1736921348502,11,5,3,1,1,2,0,0
156,0,86.63873969634362,7,16,4,2,1,2,0,0
90,0,136.92206728628167,7,3,4,3,1,0,0,0
237,1,90.3737511255062,9,15,4,2,1,0,0,0
49,0,94.37122674412441,10,18,4,2,1,0,0,0
110,0,149.4,9,22,4,2,0,0,3,0
116,0,102.89574743074733,4,28,4,2,0,0,3,0
114,0,85.89604334974851,9,6,3,2,1,0,0,0
125,0,114.3,8,8,4,3,1,0,0,0
176,0,129.62772316950756,8,13,4,3,1,0,3,0
191,0,98.78064371192447,8,4,4,3,1,1,0,0
259,0,65.02409397052058,9,19,4,6,2,0,0,0
95,0,96.1420087545778,4,17,4,1,1,0,0,0
173,0,82.32614185569994,7,8,4,4,1,3,0,0
8,0,144.33,3,26,4,1,2,0,0,0
82,0,128.0080375092715,7,5,4,4,0,0,3,0
78,0,138.26022681469183,11,26,4,2,0,0,3,0
122,0,98.84925970580831,5,3,4,3,2,0,0,0
76,1,139.5954017672299,5,2,4,4,2,0,3,0
68,0,149.4,9,15,4,4,1,0,3,0
1,0,77.6112082931803,11,17,4,11,5,0,0,0
179,0,135.01189672191194,7,23,4,2,0,0,1,0
72,0,89.14243648548307,9,15,4,2,0,0,0,0
212,1,96.97203484339786,7,29,4,0,1,0,0,0
30,0,97.46176130719647,3,10,4,2,0,0,0,0
25,0,103.86053724674093,11,24,4,2,0,0,0,0
141,1,74.29334121476384,9,3,4,1,0,0,0,0
101,0,101.50399201530158,9,16,4,2,0,0,0,0
23,0,58.92903436673789,2,14,4,2,0,3,0,0
122,0,108.51416835873798,4,29,4,2,1,0,0,0
13,1,91.82969521312108,2,7,4,1,1,0,0,0
13,0,89.23213907687415,4,16,3,1,1,2,0,0
127,0,105.3,5,22,4,1,1,0,0,0
171,0,138.03186019286406,8,21,4,1,1,0,0,0
226,0,106.94044001592822,9,17,4,3,1,0,0,0
60,0,128.14605096630717,5,14,3,2,0,0,0,0
87,0,91.73297765704088,4,26,4,2,0,0,0,0
18,0,142.38506420315173,6,6,4,1,1,0,3,0
175,0,104.51445456778144,8,30,4,1,0,1,0,0
73,0,75.19191432661567,4,3,4,1,2,3,0,0
78,0,108.01457258403667,4,25,4,3,0,0,1,0
6,0,176.85486818233372,9,10,4,2,1,0,3,0
75,1,135.0,10,16,4,3,1,0,0,0
182,1,105.3,7,19,4,1,0,0,0,0
140,0,146.19675756868793,8,12,4,2,0,0,3,0
262,1,146.68510423484503,11,4,4,2,0,0,3,0
220,2,115.5763094721795,9,29,4,2,0,0,0,0
186,0,137.461250333341,8,27,4,1,0,0,3,0
63,1,85.71369873302044,10,18,4,2,0,0,0,0
35,0,85.9305404562698,3,19,4,7,3,0,0,0
104,1,114.0,10,6,3,2,0,1,0,0
186,0,63.003644893643,8,27,4,3,1,3,0,0
299,1,116.17436281238341,7,27,4,1,0,0,0,0
343,0,90.0,9,13,3,2,0,0,0,0
153,1,106.41682519015188,5,28,4,1,0,0,0,0
11,1,150.58929959941347,8,3,4,1,1,0,0,0
137,0,132.57093615545776,8,23,4,4,0,0,3,0
45,0,97.2183119548386,4,16,3,2,1,0,3,0
151,1,120.7,7,6,4,3,0,0,3,0
27,0,139.05025647260652,8,22,4,1,1,2,0,0
7,0,148.8027042215868,8,25,4,2,1,0,3,0
160,0,129.03602909842766,4,26,3,2,0,0,1,0
16,0,223.98445294970162,3,26,4,1,1,0,5,0
63,1,149.4,9,8,4,3,0,0,3,0
122,0,106.84844887932508,9,2,4,1,0,1,0,0
40,0,104.90617108368315,5,27,4,4,2,3,0,0
186,0,87.16530125232791,7,7,4,2,0,0,0,0
14,0,89.0,4,19,4,1,0,3,0,0
91,0,102.12170064604871,9,16,4,2,0,0,0,0
167,1,112.14986474879497,6,19,4,2,1,0,3,0
174,0,110.85953776445417,9,6,3,4,0,0,0,0
153,0,96.3,7,25,4,2,1,0,0,0
186,1,124.06171076322612,8,6,4,5,2,0,0,0
70,0,67.33169618822731,3,9,4,2,0,3,0,0
7,0,213.1278178986838,5,12,4,5,3,0,5,0
91,0,128.52475097420634,10,18,4,4,2,0,3,0
166,1,105.76243758569724,7,7,4,1,2,0,0,0
193,0,122.01826044685276,10,27,4,3,0,0,3,0
155,0,121.5,8,21,4,0,0,0,0,0
35,0,78.74764314279268,1,12,4,1,0,0,0,0
129,0,114.3,5,5,4,3,0,0,2,0
104,0,72.25,7,25,3,3,2,0,0,0
163,0,95.43609846972497,7,18,4,2,0,3,0,0
161,0,130.0,3,25,3,2,1,1,0,0
158,0,76.38632072862175,8,9,4,3,1,1,0,0
1,0,79.36579573399477,2,8,4,1,0,3,0,0
239,0,106.3007364865823,8,24,4,2,0,0,0,0
206,1,101.69859727940371,8,24,4,4,0,0,0,0
57,1,157.0883362571849,6,2,4,1,0,1,3,0
279,0,100.20856889672432,9,9,3,3,1,0,0,0
158,0,114.3,7,7,4,2,0,0,0,0
58,0,94.62164390469661,4,24,4,1,0,3,0,0
44,0,194.08781750169456,5,11,4,2,0,0,5,0
30,0,85.60887074072363,11,24,4,1,2,1,0,0
36,0,104.25699463396744,11,9,4,1,0,0,0,0
62,0,111.49817910127017,10,25,4,4,0,0,3,0
172,0,107.98691812034119,8,19,4,1,1,0,2,0
119,0,140.41177086588277,5,26,4,2,1,0,3,0
42,1,112.59602791156759,9,19,4,1,0,3,0,0
169,0,95.12124710673334,7,17,4,2,1,0,0,0
170,1,114.7073020964336,8,6,4,1,2,0,0,0
112,1,66.58471755952796,7,9,3,3,2,0,0,0
26,0,144.3564497270849,4,11,4,2,0,0,1,0
111,0,76.17854989151569,6,5,3,2,1,0,0,0
168,0,106.54463501721862,8,19,4,1,0,0,0,0
44,0,109.60688655881115,10,2,4,3,0,0,1,0
260,1,79.59231777287673,12,25,4,5,1,0,0,0
88,0,85.68252254864908,11,6,3,1,0,2,0,0
349,0,91.26441246646695,10,4,3,5,1,0,0,0
218,1,106.68956708376244,9,6,4,1,0,0,0,0
14,0,109.23920738168135,2,3,4,2,0,0,2,0
172,0,138.5150843049745,8,20,4,1,1,0,0,0
68,0,167.33536222993627,9,13,4,2,0,0,3,0
124,0,76.44020164675393,7,14,4,3,1,0,0,0
206,0,147.95692526609716,9,10,4,9,3,0,3,0
63,0,68.0,7,2,4,2,1,0,0,0
291,0,86.60469749318139,11,13,4,3,0,0,2,0
125,0,122.8444623132674,8,15,4,2,0,0,1,0
18,0,156.0,5,11,4,1,0,0,3,0
68,0,150.13194622543892,7,2,4,1,0,0,3,0
87,0,70.88115755490587,4,3,4,2,1,2,0,0
39,0,89.1,6,26,4,0,1,3,0,0
196,0,158.97628277603184,7,23,4,4,1,0,4,0
94,0,121.29608627535558,5,21,4,1,0,0,0,0
18,0,112.8192121222011,3,16,4,1,1,0,0,0
237,0,77.91974134797297,11,30,4,1,0,2,0,0
31,1,124.86474409713733,11,4,4,1,0,0,0,0
3,0,91.85596954619547,3,4,3,1,2,0,0,0
219,0,109.82875395401263,9,4,4,2,0,0,0,0
37,0,69.61167944415615,2,20,4,2,1,1,1,0
33,0,95.13120776451899,11,16,4,0,0,0,0,0
0,0,73.1436069351279,5,24,2,1,0,0,0,0
14,1,129.0,8,21,4,0,0,3,0,0
19,0,118.16154808428955,9,19,3,0,0,0,0,0
73,0,78.15,3,19,4,1,0,0,1,0
29,1,116.17968461013515,8,27,4,4,1,0,0,0
155,0,96.94492563016735,9,20,3,3,0,0,0,0
53,0,126.9,5,18,4,1,0,0,0,0
49,0,83.77229757318737,2,21,3,4,1,0,2,0
75,0,129.28973666195915,7,7,4,2,1,0,3,0
20,0,103.45775791314217,10,1,4,3,0,0,0,0
77,1,70.73142602375476,11,16,4,3,0,0,0,0
60,0,91.82092864178202,4,24,4,2,1,1,0,0
94,0,175.75507089195952,8,14,4,2,0,0,4,0
30,0,126.04872768932422,5,19,4,1,0,1,0,0
238,0,55.04217924408018,11,13,3,0,1,0,0,0
15,0,88.61521489659691,9,12,4,0,1,3,0,0
136,1,90.3920613084347,10,14,4,2,0,0,0,0
19,0,156.4212497259621,4,13,4,2,0,0,3,0
13,0,145.0,8,8,4,1,1,0,0,0
79,0,96.50451015232701,5,2,4,2,1,0,3,0
59,0,82.45,3,12,4,2,1,0,3,0
21,0,61.56170431325589,11,17,2,1,0,0,0,0
152,0,96.19228049207301,8,26,4,2,1,0,0,0
32,0,67.5,2,5,4,2,0,1,0,0
66,0,134.38596133244647,10,19,4,2,0,0,0,0
118,0,154.9290395499553,8,7,4,5,3,0,3,0
89,0,75.65238436963725,5,8,4,3,0,0,0,0
3,0,96.82833589198184,9,13,4,1,0,1,0,0
40,0,135.80990270278176,5,21,4,5,2,0,1,0
154,1,151.2,10,16,4,2,1,0,3,0
198,0,167.75702637584203,7,26,4,2,0,0,5,0
73,0,82.62615449372109,3,17,4,3,0,0,0,0
210,0,89.19909198639742,10,29,4,3,1,0,0,0
10,0,128.0752771055045,4,16,4,2,0,1,0,0
32,0,132.60635675503718,9,8,4,2,0,0,0,0
144,1,132.71902086370417,7,29,4,3,1,0,3,0
183,0,111.85852195039578,8,8,4,3,0,0,0,0
270,0,97.03864736882788,9,30,4,2,1,2,0,0
56,0,118.8,4,22,4,2,0,0,3,0
256,0,115.0,6,15,3,2,0,1,0,0
180,0,96.3,8,28,4,0,1,0,0,0
103,0,116.29756164834149,4,19,4,2,0,0,0,0
71,0,107.1,5,7,4,1,0,1,1,0
103,0,94.03909395340844,6,4,3,2,0,0,0,0
112,0,99.52036220380626,4,27,4,3,0,0,3,0
112,0,121.4920137141434,7,1,4,1,0,0,0,0
10,1,153.17590418556802,8,12,4,1,1,0,0,0
103,0,84.9813330885553,4,26,4,5,1,3,0,0
170,0,89.7985623020323,7,2,4,4,0,2,0,0
43,0,86.70028688534109,1,15,4,3,0,0,2,0
31,0,137.72940692646728,8,12,4,5,2,0,3,0
127,0,90.42241382582002,6,22,4,2,1,3,0,0
56,1,137.19643295765385,10,16,4,2,0,0,3,0
117,1,76.80886921300997,8,16,4,2,0,0,0,0
191,2,112.2,8,16,4,4,0,0,3,0
120,0,57.703219234402454,2,27,3,2,2,0,0,0
43,0,140.4,5,10,4,1,0,0,3,0
121,0,146.58755978290665,7,28,4,1,1,0,1,0
129,0,139.16923783792691,7,5,4,2,0,2,0,0
103,0,92.35697975071994,10,4,3,2,0,0,0,0
38,0,149.63734809109494,8,9,4,2,1,0,3,0
98,0,94.5,7,13,4,1,0,3,0,0
215,1,128.57984954126863,8,27,4,1,1,0,3,0
103,0,146.28079611329503,6,8,4,2,0,0,2,0
161,0,94.5,7,23,4,2,0,3,0,0
1,0,80.45004161605272,2,9,4,1,0,3,0,0
3,0,97.85310009999222,9,25,3,0,1,0,0,0
46,0,108.649639039793,4,20,4,2,1,0,0,0
30,0,77.7268233178817,11,15,4,3,0,1,0,0
36,0,71.1,3,3,4,2,1,3,0,0
79,0,150.15645538733705,6,15,4,3,0,0,0,0
121,0,107.95,6,3,4,2,1,0,1,0
147,0,78.00783050393282,7,15,4,4,0,0,0,0
134,1,137.9598351193569,9,28,4,3,1,0,3,0
180,0,98.93112979465968,8,24,4,3,0,1,0,0
3,1,182.3530231891465,8,11,4,4,1,0,3,0
93,0,74.45231750708784,5,4,4,1,0,0,0,0
179,1,104.35079663385746,10,28,3,2,1,0,2,0
4,0,84.25473731367974,3,15,4,2,1,2,0,0
33,0,79.98468716400528,4,17,4,1,1,0,0,0
60,0,121.70660504342884,7,23,4,1,1,0,0,0
5,0,100.54604568676838,5,13,2,2,0,0,0,0
166,0,145.27107497742182,6,22,4,1,0,0,1,0
218,1,116.64219126091143,9,27,4,1,0,3,0,0
13,0,131.63738303996575,3,3,4,8,3,0,2,0
39,0,231.56826823045103,7,7,4,2,2,1,5,0
30,0,110.44336672383302,4,13,4,2,0,0,0,0
56,0,140.9329179180701,5,27,4,1,1,0,3,0
100,0,101.13506498078159,10,27,4,4,0,0,0,0
88,0,96.91187057439879,5,26,4,0,1,0,0,0
88,0,115.99970765771474,4,29,4,1,1,3,0,0
92,0,63.884905693706244,8,28,3,2,2,2,0,0
5,0,95.0,4,10,0,10,5,0,0,0
26,0,66.29,12,1,4,10,4,3,0,0
219,0,106.86522135926988,7,2,4,2,0,0,0,0
103,0,150.3,8,24,4,4,0,0,3,0
144,1,125.49447201037265,6,2,3,3,1,0,1,0
44,0,190.75790020397073,7,11,4,3,0,0,5,0
180,0,120.0,10,10,4,2,0,0,0,0
58,0,158.98552155890346,8,7,4,3,0,0,3,0
146,0,117.47490161960808,7,3,4,7,2,0,3,0
128,0,103.5,8,9,4,4,0,3,0,0
51,0,121.5,4,29,4,0,1,0,0,0
3,0,120.1466423251481,8,17,2,3,1,0,0,0
74,1,140.4,6,4,4,1,0,0,3,0
20,0,89.16779592125782,3,3,4,1,0,2,0,0
38,1,71.07544614302978,11,12,4,10,4,2,0,0
24,0,147.50691425934602,10,2,4,1,1,0,0,0
155,0,185.84709415808368,8,16,4,2,0,0,4,0
26,0,76.77169564100357,11,15,2,3,0,0,0,0
45,0,125.4367288702909,7,26,4,1,0,2,0,0
104,0,107.96501367268498,9,17,4,1,1,3,0,0
197,1,112.10913830594087,8,19,3,3,0,0,0,0
27,0,126.32706929857848,9,3,4,0,1,2,0,0
144,0,213.85235357295505,8,21,4,3,1,1,3,0
39,0,116.1,3,7,4,3,1,1,0,0
196,0,70.98165036172429,10,2,4,2,0,0,0,0
53,0,200.54002761865593,5,24,4,2,0,0,5,0
11,1,99.61804198095473,8,15,2,1,0,1,0,0
151,1,121.81103228509194,7,7,4,4,0,0,1,0
90,0,118.8,7,13,4,3,0,0,3,0
0,0,180.99699050281257,10,23,4,1,0,0,4,0
10,1,139.85111175539345,6,16,4,1,0,1,0,0
260,0,96.3,10,28,4,1,1,0,0,0
107,0,79.6491747351098,10,24,3,1,0,2,0,0
4,0,65.0,8,8,2,0,0,0,0,0
40,1,148.6497343726294,8,18,4,0,1,0,2,0
43,0,98.59115634807561,7,28,4,1,0,3,0,0
57,0,118.8,4,22,4,2,0,0,3,0
92,0,109.10823026300575,7,18,4,0,1,0,0,0
4,0,88.93229244164425,3,22,4,1,0,3,0,0
7,0,125.00427165024318,8,16,4,1,0,0,0,0
40,0,150.3,4,2,4,2,0,0,3,0
87,0,71.63253445858041,4,3,4,2,1,2,0,0
186,1,178.12868595366115,7,17,4,2,1,0,4,0
47,1,74.90528942145961,11,12,4,4,1,3,0,0
76,0,95.22683335602477,6,12,4,2,0,2,0,0
100,0,106.5315434641559,8,14,3,2,0,0,0,0
122,0,85.0,4,15,3,2,0,0,0,0
25,0,187.0,7,2,4,1,1,0,3,0
180,0,85.5,8,25,4,1,0,3,0,0
34,0,208.22156515819538,8,17,4,1,1,0,5,0
186,1,92.18232308540284,7,3,4,3,0,0,0,0
171,0,138.18841021932025,8,21,4,1,1,0,0,0
150,0,103.02942028333906,7,21,4,2,2,0,0,0
67,0,199.26706512091968,5,13,4,1,1,0,5,0
13,0,97.7399668992409,7,11,4,0,1,2,0,0
126,0,75.52156583668712,10,4,4,2,1,1,0,0
282,0,82.81519707737513,12,29,4,3,1,0,0,0
43,0,88.97321732377611,5,22,4,2,0,3,0,0
130,0,132.3,10,14,4,1,1,0,3,0
13,0,149.27038440506706,8,17,4,3,0,0,2,0
100,1,91.93045150126805,8,5,4,3,1,2,0,0
160,0,94.75187858701686,7,4,4,2,0,3,0,0
150,0,103.62924187964771,7,9,4,5,2,0,0,0
93,0,97.00911718840321,4,8,4,2,1,0,0,0
176,0,97.71384641120721,7,28,4,1,0,0,0,0
167,0,96.3,6,28,4,1,0,0,0,0
12,0,135.9286634895903,8,5,4,1,0,3,0,0
115,0,105.87014574200859,4,15,4,2,0,0,2,0
234,1,106.40146394521919,8,12,4,4,0,0,0,0
43,0,207.98234067920245,4,29,4,1,1,0,4,0
132,0,106.43066815362056,10,1,4,4,0,0,0,0
144,0,213.78766473647354,8,21,4,3,1,1,3,0
206,0,90.95,8,4,4,4,2,0,0,0
36,0,126.1656283908289,7,27,4,2,0,1,0,0
38,0,128.25197898560515,6,23,4,1,1,0,0,0
5,0,145.01200267369606,7,23,4,3,1,0,3,0
75,0,146.73319247822158,6,16,4,3,1,0,3,0
273,0,105.99497782027048,9,2,4,1,1,0,0,0
88,0,182.66797145784244,6,22,4,3,0,0,5,0
63,1,79.09953976276498,10,18,4,3,1,0,0,0
163,0,114.44315303708495,7,10,4,0,2,0,0,0
130,0,119.77197355086082,6,29,4,2,2,0,3,0
166,0,99.45,7,7,4,3,1,0,0,0
5,0,137.44836869574345,6,2,4,3,0,0,0,0
15,0,129.26889106668557,3,3,4,3,0,0,3,0
439,0,66.64676762124978,5,22,3,1,0,0,0,0
184,0,125.01153146445738,9,3,4,3,0,0,0,0
237,0,114.8562412019465,7,13,4,7,2,0,1,0
77,0,105.59774780399725,11,26,3,2,1,0,2,0
196,0,86.5564703532334,7,16,4,0,0,0,1,0
85,0,104.66310145199213,4,26,4,4,1,1,0,0
152,0,111.19482173077238,7,11,3,3,1,0,0,0
96,1,90.60169681587283,4,8,4,1,0,0,0,0
104,0,76.5,4,15,4,2,2,1,0,0
136,0,136.75181002006582,9,28,4,2,1,0,3,0
33,0,71.05132199758278,2,3,3,2,0,1,0,0
90,1,127.68489545737192,4,28,4,2,0,0,0,0
58,0,99.9,6,20,4,2,1,0,0,0
180,0,85.82343439238987,7,8,4,1,0,3,0,0
211,0,78.0190303165026,5,19,3,2,1,0,0,0
188,1,137.7,8,7,4,1,1,0,3,0
24,0,91.0,2,19,4,0,0,0,0,0
313,0,0.0,8,17,4,1,0,0,0,0
72,0,95.3621568319378,3,22,4,2,1,0,0,0
30,0,69.89210893965404,2,10,4,2,1,0,0,0
26,0,102.89333612776682,11,20,4,3,1,0,0,0
216,0,173.70685929833192,10,6,4,3,1,0,1,0
32,0,130.408832299234,6,25,4,2,1,0,0,0
70,0,106.76021500512243,5,25,4,2,1,0,0,0
184,0,93.70959521494491,7,23,4,1,1,2,0,0
3,0,140.43480711081043,7,21,4,1,0,0,0,0
320,1,114.52937669713891,8,17,4,2,0,0,0,0
163,0,115.0,10,15,3,0,1,0,0,0
160,0,97.75,7,6,4,3,0,3,0,0
75,0,137.9795737674865,4,27,4,2,0,0,1,0
213,0,106.0814725358484,8,26,2,2,1,0,2,0
173,0,85.26217248453754,7,5,4,2,0,1,0,0
213,0,81.20210564920006,7,10,4,3,0,1,0,0
167,0,94.44956965981437,7,28,4,2,0,2,0,0
49,0,78.3,3,3,4,2,0,0,0,0
90,0,88.97571844131876,11,26,4,3,1,2,0,0
127,1,132.3,10,12,4,2,0,0,3,0
200,0,120.84651876041205,9,5,4,8,3,0,1,0
9,1,140.0,10,13,4,1,1,3,0,0
151,1,148.71379095420406,7,5,4,3,2,0,0,0
5,1,91.40228373286998,8,15,4,7,2,0,0,0
203,1,126.97456316722634,9,7,4,3,0,0,0,0
20,0,85.58421393793081,2,7,4,3,2,0,0,0
11,0,93.79783466921357,2,9,4,1,0,0,0,0
183,0,90.45666801256303,7,4,4,4,0,0,0,0
128,0,115.89890949321907,5,10,4,2,1,2,0,0
98,0,85.85607385451968,4,8,4,2,2,0,0,0
160,0,75.20375010860229,9,11,4,3,1,2,0,0
112,0,106.47183506882418,7,18,4,2,1,0,0,0
20,1,116.93286071484484,9,8,4,1,0,0,2,0
49,0,79.2,11,11,4,1,0,3,0,0
41,0,81.69325565349381,2,4,4,2,0,0,1,0
17,0,129.0,8,22,4,0,1,3,0,0
30,0,154.32440601163034,9,6,4,3,0,0,4,0
132,0,115.67462402765685,5,4,4,3,0,0,3,0
162,1,146.14438117411075,8,23,4,2,0,0,1,0
208,0,86.01627285634366,9,4,4,0,1,0,0,0
200,2,153.92543423163693,9,19,4,2,1,1,0,0
230,1,136.78518675696571,8,5,3,4,0,0,0,0
125,0,104.86032078603836,7,23,4,1,1,0,1,0
78,0,99.85365620365823,3,24,4,2,1,0,0,0
99,0,71.74939011452265,8,22,3,3,1,0,0,0
14,1,87.71026352805143,8,3,4,0,0,1,0,0
158,0,138.0498274959064,8,30,4,2,1,0,3,0
33,0,98.1,5,18,4,1,2,1,0,0
172,1,116.34277824347811,6,20,4,1,1,0,1,0
10,0,157.36959039005592,5,9,4,2,0,0,3,0
171,0,104.051992328882,9,26,4,2,2,0,3,0
129,1,112.16748150061579,5,11,4,3,1,0,3,0
108,0,80.75,7,25,3,1,2,0,0,0
40,0,175.04734909211777,8,21,4,2,0,0,3,0
22,0,147.6855691632972,10,22,4,3,0,0,4,0
12,0,260.19690572803523,4,24,4,2,1,0,4,0
384,0,81.90147526952794,10,23,3,0,1,0,0,0
4,0,140.79338816456973,8,2,4,0,1,1,0,0
81,0,68.67641208355028,3,25,3,1,1,0,0,0
98,0,167.52736624187236,4,22,4,3,1,0,4,0
63,1,149.4,9,8,4,2,0,0,3,0
3,0,145.76916986952358,3,15,4,2,0,0,3,0
16,0,83.38750559495688,3,6,4,1,0,1,0,0
95,0,107.96401069273722,9,2,4,1,1,3,0,0
73,0,157.71108241790108,4,29,4,1,2,0,3,0
15,0,132.86600914073662,6,13,4,2,1,0,0,0
12,0,159.85146423627023,3,30,4,4,1,0,3,0
18,0,79.33807358425756,2,1,4,5,1,0,1,0
92,0,97.35681841882923,5,26,3,0,1,0,0,0
166,1,122.15618169907782,9,3,4,3,0,0,2,0
190,0,98.2951989811592,9,5,4,4,1,2,0,0
18,0,137.90434561437422,2,12,4,1,0,0,0,0
143,0,150.8575500495865,9,5,4,4,1,0,3,0
96,0,141.97191739209916,5,21,4,3,1,0,3,0
150,0,65.44892028452027,7,10,3,1,1,2,0,0
11,0,159.0,5,3,4,1,1,0,0,0
127,0,86.40925564836014,5,27,3,2,1,2,0,0
148,0,119.30118266856392,8,17,4,3,2,0,3,0
76,2,72.26471518629707,11,16,4,4,1,0,0,0
252,0,76.24258356886041,12,30,4,3,2,1,0,0
156,0,134.53813533175583,9,4,3,1,0,0,1,0
21,0,73.02037241427833,10,21,4,2,0,2,0,0
96,0,78.87614178860146,11,5,3,2,1,2,0,0
47,0,128.31077237113024,8,1,4,0,2,0,0,0
20,0,116.1,10,2,4,1,1,3,0,0
166,0,110.0,11,1,3,3,0,0,0,0
116,0,104.50004226154584,4,17,4,1,0,0,0,0
301,0,114.72352482308034,7,30,3,1,1,1,0,0
177,0,100.0,6,3,3,2,0,0,0,0
17,0,110.265574375225,8,17,4,1,1,0,0,0
67,0,109.81626902711973,12,22,4,2,0,0,0,0
108,0,199.20472916207166,10,11,4,3,0,0,5,0
36,0,138.2135709725421,4,10,4,1,1,0,0,0
100,0,108.0,10,16,4,1,0,1,0,0
139,0,114.51642673255496,7,12,4,2,2,0,0,0
213,0,120.18163957952615,8,29,4,3,0,0,0,0
0,0,181.05331080277602,10,23,4,1,0,0,4,0
155,2,121.55,6,28,4,4,1,0,3,0
156,0,121.5,7,24,4,2,0,0,0,0
46,1,112.19008916316929,3,17,4,2,0,0,3,0
25,0,219.88587424346886,8,16,4,1,1,0,5,0
182,1,99.45,8,10,4,3,1,0,0,0
277,0,113.31477860218067,9,20,3,2,0,0,0,0
30,0,112.69550449926028,4,2,4,1,2,3,0,0
12,0,79.0,2,4,4,4,2,3,0,0
28,0,75.59304558624495,2,3,4,3,2,1,0,0
131,0,124.39262358894315,6,4,4,3,0,0,0,0
100,0,107.81271588458002,9,17,3,1,0,1,0,0
16,0,174.91509323722067,3,27,4,2,0,0,1,0
237,0,141.02846756556198,10,6,4,3,0,0,3,0
18,0,156.47099572344194,4,13,4,2,0,0,3,0
298,0,76.12863844638717,5,10,3,2,0,0,0,0
48,0,79.2,11,11,4,1,1,3,0,0
52,0,117.9100873793401,6,4,4,1,0,0,0,0
235,0,82.68696994536172,8,10,4,3,0,2,0,0
2,0,149.9209029478715,8,10,4,3,0,0,0,0
191,1,93.50892050694901,9,1,4,3,0,0,0,0
7,0,252.88101109781138,8,25,4,4,2,0,5,0
223,1,128.81857474580494,10,29,4,1,1,0,3,0
21,0,129.0,8,18,4,1,1,3,0,0
